Name,ID,Team
Rahul Dravid,28114,Bangalore Royal Challengers
Mark Boucher,44111,Bangalore Royal Challengers
Shivnarine Chanderpaul,51469,Bangalore Royal Challengers
Bharat Chipli,27685,Bangalore Royal Challengers
Shreevats Goswami,302579,Bangalore Royal Challengers
Wasim Jaffer,29646,Bangalore Royal Challengers
Virat Kohli,253802,Bangalore Royal Challengers
Misbah-ul-Haq,41378,Bangalore Royal Challengers
Ross Taylor,38699,Bangalore Royal Challengers
Cameron White,8291,Bangalore Royal Challengers
Sunil Joshi,29725,Bangalore Royal Challengers
Jacques Kallis,45789,Bangalore Royal Challengers
Ashley Noffke,6938,Bangalore Royal Challengers
Abdur Razzak,56283,Bangalore Royal Challengers
Balachandra Akhil,26206,Bangalore Royal Challengers
KP Appanna,269170,Bangalore Royal Challengers
Zaheer Khan,30102,Bangalore Royal Challengers
Praveen Kumar,30732,Bangalore Royal Challengers
Anil Kumble,30176,Bangalore Royal Challengers
Dale Steyn,47492,Bangalore Royal Challengers
Vinay Kumar,35731,Bangalore Royal Challengers
Nathan Bracken,4185,Bangalore Royal Challengers
Neravanda Aiyappa,26198,Bangalore Royal Challengers
Jagadeesh Arunkumar,26291,Bangalore Royal Challengers
Devraj Patil,32389,Bangalore Royal Challengers
MS Dhoni,28081,Chennai Super Kings
Srikkanth Anirudha,26798,Chennai Super Kings
Arun Karthik,319745,Chennai Super Kings
S Badrinath,26806,Chennai Super Kings
Stephen Fleming,37000,Chennai Super Kings
Matthew Hayden,5616,Chennai Super Kings
Michael Hussey,5939,Chennai Super Kings
Chamara Kapugedera,209457,Chennai Super Kings
Abhinav Mukund,302582,Chennai Super Kings
Parthiv Patel,32242,Chennai Super Kings
Suresh Raina,33335,Chennai Super Kings
Ravichandran Ashwin,26421,Chennai Super Kings
Joginder Sharma,29976,Chennai Super Kings
Albie Morkel,46248,Chennai Super Kings
Jacob Oram,38062,Chennai Super Kings
Vidyut Sivaramakrishnan,35619,Chennai Super Kings
Lakshmipathy Balaji,26829,Chennai Super Kings
Manpreet Gony,317293,Chennai Super Kings
Shadab Jakati,29655,Chennai Super Kings
Muthiah Muralidaran,49636,Chennai Super Kings
Makhaya Ntini,46592,Chennai Super Kings
Sudeep Tyagi,317784,Chennai Super Kings
Palani  Amarnath,290629,Chennai Super Kings
Napoleon Einstein,279540,Chennai Super Kings
