Name,ID,Team
MS Dhoni,28081,Chennai Super Kings
Arun Karthik,319745,Chennai Super Kings
Hemang Badani,26802,Chennai Super Kings
S Badrinath,26806,Chennai Super Kings
George Bailey,4451,Chennai Super Kings
Matthew Hayden,5616,Chennai Super Kings
Michael Hussey,5939,Chennai Super Kings
Parthiv Patel,32242,Chennai Super Kings
Suresh Raina,33335,Chennai Super Kings
Murali Vijay,237095,Chennai Super Kings
Ravichandran Ashwin,26421,Chennai Super Kings
Justin Kemp,45797,Chennai Super Kings
Albie Morkel,46248,Chennai Super Kings
Thisara Perera,233514,Chennai Super Kings
Jacob Oram,38062,Chennai Super Kings
Lakshmipathy Balaji,26829,Chennai Super Kings
Doug Bollinger,4508,Chennai Super Kings
Manpreet Gony,317293,Chennai Super Kings
Shadab Jakati,29655,Chennai Super Kings
Muthiah Muralidaran,49636,Chennai Super Kings
Makhaya Ntini,46592,Chennai Super Kings
Thilan Thushara,49677,Chennai Super Kings
Sudeep Tyagi,317784,Chennai Super Kings
Chandrasekar Ganapathy,28764,Chennai Super Kings
Adam Gilchrist,5390,Deccan Chargers
Herschelle Gibbs,45224,Deccan Chargers
VVS Laxman,30750,Deccan Chargers
Mohnish  Mishra,31028,Deccan Chargers
Dwaraka Ravi Teja,237701,Deccan Chargers
Rohit Sharma,34102,Deccan Chargers
Tirumalasetti Suman,34281,Deccan Chargers
Bodapati Sumanth,253798,Deccan Chargers
Venugopal Rao,35805,Deccan Chargers
Arjun Yadav,36110,Deccan Chargers
Ashish Reddy,389605,Deccan Chargers
Mitchell Marsh,272450,Deccan Chargers
Dwayne Smith,53118,Deccan Chargers
Andrew Symonds,7702,Deccan Chargers
Harmeet Singh,391128,Deccan Chargers
Ryan Harris,5779,Deccan Chargers
Pragyan Ojha,32130,Deccan Chargers
Kemar Roach,230553,Deccan Chargers
Rahul Sharma,272994,Deccan Chargers
RP Singh,35280,Deccan Chargers
Chaminda Vaas,50804,Deccan Chargers
Anirudh Singh,26252,Deccan Chargers
Azhar Bilakhia,26946,Deccan Chargers
Gautam Gambhir,28763,Delhi Daredevils
AB de Villiers,44936,Delhi Daredevils
Dinesh Karthik,30045,Delhi Daredevils
Virender Sehwag,35263,Delhi Daredevils
David Warner,219889,Delhi Daredevils
Rajat Bhatia,26907,Delhi Daredevils
Paul Collingwood,10772,Delhi Daredevils
Tillakaratne Dilshan,48472,Delhi Daredevils
Moises Henriques,5961,Delhi Daredevils
Kedar Jadhav,290716,Delhi Daredevils
Farveez Maharoof,49638,Delhi Daredevils
Yo Mahesh,31732,Delhi Daredevils
Mithun Manhas,31001,Delhi Daredevils
Andrew McDonald,6553,Delhi Daredevils
Sarabjit Ladda,317292,Delhi Daredevils
Amit Mishra,31107,Delhi Daredevils
Dirk Nannes,6981,Delhi Daredevils
Ashish Nehra,31820,Delhi Daredevils
Wayne Parnell,265564,Delhi Daredevils
Aavishkar Salvi,34264,Delhi Daredevils
Pradeep Sangwan,279545,Delhi Daredevils
Umesh Yadav,376116,Delhi Daredevils
Joginder Singh,422845,Delhi Daredevils
Shashi Ranjan,33097,Delhi Daredevils
Sarandeep Singh,34211,Delhi Daredevils
Kumar Sangakkara,50710,Kings Xi Punjab
Adrian Barath,274926,Kings Xi Punjab
Manvinder  Bisla,27280,Kings Xi Punjab
Karan Goel,28997,Kings Xi Punjab
Mahela Jayawardene,49289,Kings Xi Punjab
Mohammad Kaif,29990,Kings Xi Punjab
Shaun Marsh,6683,Kings Xi Punjab
Tanmay Srivastava,35401,Kings Xi Punjab
Yuvraj Singh,36084,Kings Xi Punjab
Bipul Sharma,35928,Kings Xi Punjab
Ravi Bopara,10582,Kings Xi Punjab
Piyush Chawla,32966,Kings Xi Punjab
James Hopes,5702,Kings Xi Punjab
Irfan Pathan,32685,Kings Xi Punjab
Reetinder Sodhi,34078,Kings Xi Punjab
Yusuf Abdulla,224367,Kings Xi Punjab
Love Ablish,26236,Kings Xi Punjab
Amanpreet Singh,253804,Kings Xi Punjab
Brett Lee,6278,Kings Xi Punjab
Vikramjeet Malik,31738,Kings Xi Punjab
Ramesh Powar,32391,Kings Xi Punjab
Sreesanth,34274,Kings Xi Punjab
Shalabh Srivastava,34245,Kings Xi Punjab
Rusty Theron,223642,Kings Xi Punjab
Sourav Ganguly,28779,Kolkata Knight Riders
Brad Hodge,5674,Kolkata Knight Riders
Harshad Khadiwale,253800,Kolkata Knight Riders
Brendon McCullum,37737,Kolkata Knight Riders
Cheteshwar Pujara,32540,Kolkata Knight Riders
Wriddhiman Saha,279810,Kolkata Knight Riders
Owais Shah,20123,Kolkata Knight Riders
Manoj Tiwary,35565,Kolkata Knight Riders
Chris Gayle,51880,Kolkata Knight Riders
Iqbal Abdulla,277237,Kolkata Knight Riders
Angelo Mathews,49764,Kolkata Knight Riders
Laxmi Shukla,34019,Kolkata Knight Riders
Ganapathi Vignesh,35746,Kolkata Knight Riders
Varun Aaron,360911,Kolkata Knight Riders
Ajit Agarkar,26184,Kolkata Knight Riders
Shane Bond,36326,Kolkata Knight Riders
