Name,ID,Team
MS Dhoni,28081,Chennai Super Kings
Faf du Plessis,44828,Chennai Super Kings
Ruturaj Gaikwad,1060380,Chennai Super Kings
Hari Nishaanth,1048847,Chennai Super Kings
Narayan Jagadeesan,1048813,Chennai Super Kings
Cheteshwar Pujara,32540,Chennai Super Kings
Suresh Raina,33335,Chennai Super Kings
Ambati Rayudu,33141,Chennai Super Kings
Robin Uthappa,35582,Chennai Super Kings
Moeen Ali,8917,Chennai Super Kings
Bhagath Varma,1252050,Chennai Super Kings
Dwayne Bravo,51439,Chennai Super Kings
Dominic Drakes,906749,Chennai Super Kings
Krishnappa Gowtham,424377,Chennai Super Kings
Ravindra Jadeja,234675,Chennai Super Kings
Mitchell Santner,502714,Chennai Super Kings
Sam Curran,662973,Chennai Super Kings
KM Asif,1083030,Chennai Super Kings
Jason Behrendorff,272477,Chennai Super Kings
Deepak Chahar,447261,Chennai Super Kings
Josh Hazlewood,288284,Chennai Super Kings
Imran Tahir,40618,Chennai Super Kings
Lungi Ngidi,542023,Chennai Super Kings
Harishankar Reddy,1131755,Chennai Super Kings
Sai Kishore,1048739,Chennai Super Kings
Karn Sharma,30288,Chennai Super Kings
Shardul Thakur,475281,Chennai Super Kings
Rishabh Pant,931581,Delhi Capitals
Sam Billings,297628,Delhi Capitals
Shikhar Dhawan,28235,Delhi Capitals
Shimron Hetmyer,670025,Delhi Capitals
Shreyas Iyer,642519,Delhi Capitals
Ripal Patel,1201520,Delhi Capitals
Ajinkya Rahane,277916,Delhi Capitals
Prithvi Shaw,1070168,Delhi Capitals
Steven Smith,267192,Delhi Capitals
Vishnu Vinod,732293,Delhi Capitals
Aniruddha Joshi,420644,Delhi Capitals
Ravichandran Ashwin,26421,Delhi Capitals
Tom Curran,550235,Delhi Capitals
Lalit Yadav,930189,Delhi Capitals
Axar Patel,554691,Delhi Capitals
Marcus Stoinis,325012,Delhi Capitals
Shams Mulani,1131607,Delhi Capitals
Chris Woakes,247235,Delhi Capitals
Avesh Khan,694211,Delhi Capitals
Praveen Dubey,777515,Delhi Capitals
Ben Dwarshuis,679567,Delhi Capitals
Kulwant Khejroliya,1083033,Delhi Capitals
Lukman Meriwala,573930,Delhi Capitals
Amit Mishra,31107,Delhi Capitals
Anrich Nortje,481979,Delhi Capitals
Kagiso Rabada,550215,Delhi Capitals
Ishant Sharma,236779,Delhi Capitals
Umesh Yadav,376116,Delhi Capitals
Manimaran Siddharth,1151286,Delhi Capitals
Eoin Morgan,24598,Kolkata Knight Riders
Gurkeerat Singh Mann,537124,Kolkata Knight Riders
Sheldon Jackson,237696,Kolkata Knight Riders
Dinesh Karthik,30045,Kolkata Knight Riders
Karun Nair,398439,Kolkata Knight Riders
Nitish Rana,604527,Kolkata Knight Riders
Tim Seifert,625964,Kolkata Knight Riders
Shubman Gill,1070173,Kolkata Knight Riders
Rahul Tripathi,446763,Kolkata Knight Riders
Rinku Singh,723105,Kolkata Knight Riders
Ben Cutting,230371,Kolkata Knight Riders
Venkatesh Iyer,851403,Kolkata Knight Riders
Sunil Narine,230558,Kolkata Knight Riders
Andre Russell,276298,Kolkata Knight Riders
Shakib Al Hasan,56143,Kolkata Knight Riders
Vaibhav Arora,1209292,Kolkata Knight Riders
Lockie Ferguson,493773,Kolkata Knight Riders
Harbhajan Singh,29264,Kolkata Knight Riders
Kamlesh Nagarkoti,1070188,Kolkata Knight Riders
Pawan Negi,530773,Kolkata Knight Riders
Prasidh Krishna,917159,Kolkata Knight Riders
Sandeep Warrier,592735,Kolkata Knight Riders
Shivam Mavi,1079848,Kolkata Knight Riders
Tim Southee,232364,Kolkata Knight Riders
Varun Chakravarthy,1108375,Kolkata Knight Riders
Pat Cummins,489889,Kolkata Knight Riders
Kuldeep Yadav,559235,Kolkata Knight Riders
Rohit Sharma,34102,Mumbai Indians
Anmolpreet Singh,851261,Mumbai Indians
Quinton de Kock,379143,Mumbai Indians
Ishan Kishan,720471,Mumbai Indians
Chris Lynn,326637,Mumbai Indians
Aditya Tare,333904,Mumbai Indians
Saurabh Tiwary,35390,Mumbai Indians
Suryakumar Yadav,446507,Mumbai Indians
Piyush Chawla,32966,Mumbai Indians
Nathan Coulter-Nile,261354,Mumbai Indians
Marco Jansen,696401,Mumbai Indians
James Neesham,355269,Mumbai Indians
Hardik Pandya,625371,Mumbai Indians
Krunal Pandya,471342,Mumbai Indians
Kieron Pollard,230559,Mumbai Indians
Anukul Roy,1079839,Mumbai Indians
Trent Boult,277912,Mumbai Indians
Jasprit Bumrah,625383,Mumbai Indians
Rahul Chahar,1064812,Mumbai Indians
Roosh Kalaria,528055,Mumbai Indians
Dhawal Kulkarni,277955,Mumbai Indians
Adam Milne,450860,Mumbai Indians
Simarjeet Singh,1159722,Mumbai Indians
Jayant Yadav,447587,Mumbai Indians
Yudhvir Singh,1206052,Mumbai Indians
Mohsin Khan,1132005,Mumbai Indians
Arjun Tendulkar,1148776,Mumbai Indians
KL Rahul,422108,Punjab Kings
Mayank Agarawal,398438,Punjab Kings
Sarfaraz Khan,642525,Punjab Kings
Nicholas Pooran,604302,Punjab Kings
Prabhsimran Singh,1161024,Punjab Kings
M Shahrukh Khan,719719,Punjab Kings
