Name,ID,Team
Dinesh Chandimal,300628,Colombo Stars
Niroshan Dickwella,429754,Colombo Stars
Nishan Madushka,1126045,Colombo Stars
Muditha Lakshan,985497,Colombo Stars
Navod Paranavithana,1152410,Colombo Stars
Asif Ali,494230,Colombo Stars
Angelo Mathews,49764,Colombo Stars
Charith Asalanka,784367,Colombo Stars
Chamod Battage,1256537,Colombo Stars
Ravi Bopara,10582,Colombo Stars
Dominic Drakes,906749,Colombo Stars
Benny Howell,211748,Colombo Stars
Ishan Jayaratne,301871,Colombo Stars
Karim Janat,793467,Colombo Stars
Kevin Koththigoda,792529,Colombo Stars
Chathuranga Kumara,429686,Colombo Stars
Dhananjaya Lakshan,792519,Colombo Stars
Lakshitha Manasinghe,978501,Colombo Stars
Seekkuge Prasanna,268740,Colombo Stars
Romario Shepherd,677077,Colombo Stars
Dwaine Pretorius,327830,Colombo Stars
Suranga Lakmal,49619,Colombo Stars
Naveen-ul-Haq,793447,Colombo Stars
Kasun Rajitha,499594,Colombo Stars
Jeffrey Vandersay,370040,Colombo Stars
Fazalhaq Farooqi,974175,Colombo Stars
Jordan Cox,1112537,Dambulla Aura
Lasith Croospulle,1027867,Dambulla Aura
Shevon Daniel,1194744,Dambulla Aura
Haider Ali,1168651,Dambulla Aura
Bhanuka Rajapaksa,342619,Dambulla Aura
Tim Seifert,625964,Dambulla Aura
Sacha De Alwis,307195,Dambulla Aura
D'Arcy Short,308798,Dambulla Aura
Dasun Shanaka,437316,Dambulla Aura
Tom Abell,462727,Dambulla Aura
Chaturanga de Silva,345825,Dambulla Aura
Ravindu Fernando,1217156,Dambulla Aura
Dushan Hemantha,721041,Dambulla Aura
Sachitha Jayatilake,727399,Dambulla Aura
Lahiru Madushanka,428366,Dambulla Aura
Ramesh Mendis,629084,Dambulla Aura
Tharindu Rathnayake,950405,Dambulla Aura
Sikandar Raza,299572,Dambulla Aura
Dilum Sudeera,792615,Dambulla Aura
Chamindu Wickramasinghe,1186658,Dambulla Aura
Ben Cutting,230371,Dambulla Aura
Lahiru Kumara,784375,Dambulla Aura
Noor Ahmad,1182529,Dambulla Aura
Kalana Perera,1152432,Dambulla Aura
Pramod Madushan,826689,Dambulla Aura
Paul van Meekeren,348109,Dambulla Aura
Sheldon Cottrell,495551,Dambulla Aura
Nuwan Pradeep,324358,Dambulla Aura
Sandeep Lamichhane,960361,Dambulla Aura
Kusal Mendis,629074,Galle Gladiators
Asad Shafiq,316397,Galle Gladiators
Sammu Ashan,786645,Galle Gladiators
Azam Khan,1137262,Galle Gladiators
Thanuka Dabare,931015,Galle Gladiators
Nuwanidu Fernando,1074333,Galle Gladiators
Iftikhar Ahmed,480603,Galle Gladiators
Kusal Perera,300631,Galle Gladiators
Janneman Malan,605680,Galle Gladiators
Sherfane Rutherford,914541,Galle Gladiators
Sarfaraz Ahmed,227760,Galle Gladiators
Imad Wasim,227758,Galle Gladiators
Movin Subasingha,1210287,Galle Gladiators
Pulina Tharanga,508964,Galle Gladiators
Nimesh Vimukthi,1070154,Galle Gladiators
Faheem Ashraf,681117,Galle Gladiators
Danushka Gunathilaka,345821,Galle Gladiators
Anwar Ali,232491,Galle Gladiators
Sachindu Colombage,1175296,Galle Gladiators
Nuwan Pradeep,324358,Galle Gladiators
Tharindu Kaushal,465797,Galle Gladiators
Nipun Malinga,1057696,Galle Gladiators
Mohammad Hasnain,1158100,Galle Gladiators
Lakshan Sandakan,429738,Galle Gladiators
Nuwan Thushara,955235,Galle Gladiators
Wahab Riaz,43590,Galle Gladiators
Dushmantha Chameera,552152,Galle Gladiators
Lakshan Gamage,1057504,Galle Gladiators
Avishka Fernando,784369,Jaffna Kings
Tom Kohler-Cadmore,470633,Jaffna Kings
Nipun Dhananjaya,1126082,Jaffna Kings
Rahmanullah Gurbaz,974087,Jaffna Kings
Ashan Randika,1082298,Jaffna Kings
Sadeera Samarawickrama,629076,Jaffna Kings
Evin Lewis,431901,Jaffna Kings
Tristan Stubbs,595978,Jaffna Kings
Thisara Perera,233514,Jaffna Kings
Dhananjaya de Silva,465793,Jaffna Kings
Theivendiram Dinoshan,1194751,Jaffna Kings
James Fuller,451782,Jaffna Kings
Suminda Lakshan,1077063,Jaffna Kings
James Neesham,355269,Jaffna Kings
Shoaib Malik,42657,Jaffna Kings
Asitha Fernando,786925,Jaffna Kings
Binura Fernando,629080,Jaffna Kings
Praveen Jayawickrama,1028665,Jaffna Kings
Dilshan Madushanka,793007,Jaffna Kings
Maheesh Theekshana,1138316,Jaffna Kings
Theesan Vithushan,1301930,Jaffna Kings
Vijayakanth Viyaskanth,1153149,Jaffna Kings
Waqar Salamkheil,1108490,Jaffna Kings
Dunith Wellalage,1152427,Jaffna Kings
Zaman Khan,1272475,Jaffna Kings
Shahnawaz Dahani,1203995,Jaffna Kings
Hardus Viljoen,375126,Jaffna Kings
Lasith Abeyratne,429763,Kandy Falcons
Kavin  Bandara,786639,Kandy Falcons
Ashen Bandara,958691,Kandy Falcons
Minod Bhanuka,629075,Kandy Falcons
Andre Fletcher,51862,Kandy Falcons
Najibullah Zadran,524049,Kandy Falcons
Pathum Nissanka,1028655,Kandy Falcons
Avishka Perera,1194791,Kandy Falcons
Fabian Allen,670013,Kandy Falcons
Carlos Brathwaite,457249,Kandy Falcons
Chamika Karunaratne,623695,Kandy Falcons
Janith Liyanage,681681,Kandy Falcons
Kamindu Mendis,784373,Kandy Falcons
Ashan Priyanjan,233802,Kandy Falcons
Malinda Pushpakumara,50205,Kandy Falcons
Isuru Udana,328026,Kandy Falcons
Chamindu Wijesinghe,1162378,Kandy Falcons
Chris Green,787073,Kandy Falcons
Ahmed Daniyal,1249564,Kandy Falcons
Ashian Daniel,1162381,Kandy Falcons
Matheesha Pathirana,1194795,Kandy Falcons
Oshane Thomas,914567,Kandy Falcons
Zahoor Khan,384525,Kandy Falcons
Usman Shinwari,697279,Kandy Falcons
