Name,ID,Team
MS Dhoni,28081,Chennai Super Kings
Ankush Bains,604534,Chennai Super Kings
Faf du Plessis,44828,Chennai Super Kings
Eklavya Dwivedi,340841,Chennai Super Kings
Michael Hussey,5939,Chennai Super Kings
Brendon McCullum,37737,Chennai Super Kings
Suresh Raina,33335,Chennai Super Kings
Baba Aparajith,477071,Chennai Super Kings
Ravichandran Ashwin,26421,Chennai Super Kings
Dwayne Bravo,51439,Chennai Super Kings
Ravindra Jadeja,234675,Chennai Super Kings
Mithun Manhas,31001,Chennai Super Kings
Irfan Pathan,32685,Chennai Super Kings
Dwayne Smith,53118,Chennai Super Kings
Kyle Abbott,297583,Chennai Super Kings
Samuel Badree,51433,Chennai Super Kings
Matt Henry,506612,Chennai Super Kings
Ronit More,424219,Chennai Super Kings
Pawan Negi,530773,Chennai Super Kings
Ashish Nehra,31820,Chennai Super Kings
Ishwar Pandey,447439,Chennai Super Kings
Pratyush Singh,717205,Chennai Super Kings
Mohit Sharma,537119,Chennai Super Kings
Rahul Sharma,272994,Chennai Super Kings
Andrew Tye,459508,Chennai Super Kings
Mayank Agarawal,398438,Delhi Daredevils
Srikar Bharat,529436,Delhi Daredevils
Quinton de Kock,379143,Delhi Daredevils
Chidhambaram Gautam,302208,Delhi Daredevils
Travis Head,530011,Delhi Daredevils
Shreyas Iyer,642519,Delhi Daredevils
Saurabh Tiwary,35390,Delhi Daredevils
Manoj Tiwary,35565,Delhi Daredevils
Yuvraj Singh,36084,Delhi Daredevils
Jean-Paul Duminy,44932,Delhi Daredevils
Nathan Coulter-Nile,261354,Delhi Daredevils
Kedar Jadhav,290716,Delhi Daredevils
Angelo Mathews,49764,Delhi Daredevils
Albie Morkel,46248,Delhi Daredevils
Marcus Stoinis,325012,Delhi Daredevils
Imran Tahir,40618,Delhi Daredevils
KK Jiyas,857781,Delhi Daredevils
Zaheer Khan,30102,Delhi Daredevils
Amit Mishra,31107,Delhi Daredevils
Mohammed Shami,481896,Delhi Daredevils
Shahbaz Nadeem,31872,Delhi Daredevils
Gurinder Sandhu,499660,Delhi Daredevils
Jaydev Unadkat,390484,Delhi Daredevils
Jayant Yadav,447587,Delhi Daredevils
Domnic Muthuswami,528985,Delhi Daredevils
George Bailey,4451,Kings Xi Punjab
Gurkeerat Singh Mann,537124,Kings Xi Punjab
Shaun Marsh,6683,Kings Xi Punjab
David Miller,321777,Kings Xi Punjab
Nikhil Naik,554700,Kings Xi Punjab
Wriddhiman Saha,279810,Kings Xi Punjab
Virender Sehwag,35263,Kings Xi Punjab
Murali Vijay,237095,Kings Xi Punjab
Manan Vohra,532856,Kings Xi Punjab
Rishi Dhawan,290727,Kings Xi Punjab
Glenn Maxwell,325026,Kings Xi Punjab
Axar Patel,554691,Kings Xi Punjab
Thisara Perera,233514,Kings Xi Punjab
Anureet Singh,376324,Kings Xi Punjab
Parvinder Awana,323131,Kings Xi Punjab
Beuran Hendricks,379927,Kings Xi Punjab
Mitchell Johnson,6033,Kings Xi Punjab
Sandeep Sharma,438362,Kings Xi Punjab
Shardul Thakur,475281,Kings Xi Punjab
Yogesh Golwalkar,29048,Kings Xi Punjab
Karanveer Singh,322535,Kings Xi Punjab
Shivam Sharma,717201,Kings Xi Punjab
Gautam Gambhir,28763,Kolkata Knight Riders
Sheldon Jackson,237696,Kolkata Knight Riders
Manish Pandey,290630,Kolkata Knight Riders
Vaibhav Rawal,590325,Kolkata Knight Riders
Robin Uthappa,35582,Kolkata Knight Riders
Suryakumar Yadav,446507,Kolkata Knight Riders
Chris Lynn,326637,Kolkata Knight Riders
Azhar Mahmood,39024,Kolkata Knight Riders
Johan Botha,44149,Kolkata Knight Riders
Piyush Chawla,32966,Kolkata Knight Riders
Brad Hogg,5681,Kolkata Knight Riders
Sunil Narine,230558,Kolkata Knight Riders
Sumit Narwal,32084,Kolkata Knight Riders
Yusuf Pathan,32498,Kolkata Knight Riders
