Name,ID,Team
MS Dhoni,28081,Chennai Super Kings
Faf du Plessis,44828,Chennai Super Kings
Brendon McCullum,37737,Chennai Super Kings
Suresh Raina,33335,Chennai Super Kings
Baba Aparajith,477071,Chennai Super Kings
Ravichandran Ashwin,26421,Chennai Super Kings
John Hastings,228622,Chennai Super Kings
David Hussey,5766,Chennai Super Kings
Ravindra Jadeja,234675,Chennai Super Kings
Mithun Manhas,31001,Chennai Super Kings
Vijay Shankar,477021,Chennai Super Kings
Dwayne Smith,53118,Chennai Super Kings
Dwayne Bravo,51439,Chennai Super Kings
Samuel Badree,51433,Chennai Super Kings
Matt Henry,506612,Chennai Super Kings
Ben Hilfenhaus,5941,Chennai Super Kings
Ronit More,424219,Chennai Super Kings
Pawan Negi,530773,Chennai Super Kings
Ashish Nehra,31820,Chennai Super Kings
Ishwar Pandey,447439,Chennai Super Kings
Mohit Sharma,537119,Chennai Super Kings
MS Dhoni,28081,Chennai Super Kings
Faf du Plessis,44828,Chennai Super Kings
Brendon McCullum,37737,Chennai Super Kings
Suresh Raina,33335,Chennai Super Kings
Baba Aparajith,477071,Chennai Super Kings
Ravichandran Ashwin,26421,Chennai Super Kings
John Hastings,228622,Chennai Super Kings
David Hussey,5766,Chennai Super Kings
Ravindra Jadeja,234675,Chennai Super Kings
Mithun Manhas,31001,Chennai Super Kings
Vijay Shankar,477021,Chennai Super Kings
Dwayne Smith,53118,Chennai Super Kings
Dwayne Bravo,51439,Chennai Super Kings
Samuel Badree,51433,Chennai Super Kings
Matt Henry,506612,Chennai Super Kings
Ben Hilfenhaus,5941,Chennai Super Kings
Ronit More,424219,Chennai Super Kings
Pawan Negi,530773,Chennai Super Kings
Ashish Nehra,31820,Chennai Super Kings
Ishwar Pandey,447439,Chennai Super Kings
Mohit Sharma,537119,Chennai Super Kings
George Bailey,4451,Kings Xi Punjab
Gurkeerat Singh Mann,537124,Kings Xi Punjab
Shaun Marsh,6683,Kings Xi Punjab
David Miller,321777,Kings Xi Punjab
Cheteshwar Pujara,32540,Kings Xi Punjab
Wriddhiman Saha,279810,Kings Xi Punjab
Virender Sehwag,35263,Kings Xi Punjab
Manan Vohra,532856,Kings Xi Punjab
Rishi Dhawan,290727,Kings Xi Punjab
Mandeep Singh,398506,Kings Xi Punjab
Glenn Maxwell,325026,Kings Xi Punjab
Axar Patel,554691,Kings Xi Punjab
Thisara Perera,233514,Kings Xi Punjab
Anureet Singh,376324,Kings Xi Punjab
Parvinder Awana,323131,Kings Xi Punjab
Lakshmipathy Balaji,26829,Kings Xi Punjab
Beuran Hendricks,379927,Kings Xi Punjab
Mitchell Johnson,6033,Kings Xi Punjab
Murali Kartik,30049,Kings Xi Punjab
Sandeep Sharma,438362,Kings Xi Punjab
Shardul Thakur,475281,Kings Xi Punjab
Karanveer Singh,322535,Kings Xi Punjab
Shivam Sharma,717201,Kings Xi Punjab
Gautam Gambhir,28763,Kolkata Knight Riders
Manvinder  Bisla,27280,Kolkata Knight Riders
Debabrata Das,328163,Kolkata Knight Riders
Chris Lynn,326637,Kolkata Knight Riders
Manish Pandey,290630,Kolkata Knight Riders
Robin Uthappa,35582,Kolkata Knight Riders
Suryakumar Yadav,446507,Kolkata Knight Riders
Piyush Chawla,32966,Kolkata Knight Riders
Jacques Kallis,45789,Kolkata Knight Riders
Sunil Narine,230558,Kolkata Knight Riders
Yusuf Pathan,32498,Kolkata Knight Riders
Andre Russell,276298,Kolkata Knight Riders
Shakib Al Hasan,56143,Kolkata Knight Riders
Ryan ten Doeschate,47660,Kolkata Knight Riders
Pat Cummins,489889,Kolkata Knight Riders
Kuldeep Yadav,559235,Kolkata Knight Riders
Morne Morkel,46538,Kolkata Knight Riders
Vinay Kumar,35731,Kolkata Knight Riders
Umesh Yadav,376116,Kolkata Knight Riders
Sayan Mondal,433356,Kolkata Knight Riders
Veer Pratap Singh,528967,Kolkata Knight Riders
Rohit Sharma,34102,Mumbai Indians
Ben Dunk,388678,Mumbai Indians
Chidhambaram Gautam,302208,Mumbai Indians
Michael Hussey,5939,Mumbai Indians
Sushant Marathe,31756,Mumbai Indians
Ambati Rayudu,33141,Mumbai Indians
Lendl Simmons,53116,Mumbai Indians
Aditya Tare,333904,Mumbai Indians
Apoorv Wankhade,505773,Mumbai Indians
Corey Anderson,277662,Mumbai Indians
Shreyas Gopal,344580,Mumbai Indians
Kieron Pollard,230559,Mumbai Indians
Jalaj Saxena,237199,Mumbai Indians
Jasprit Bumrah,625383,Mumbai Indians
Marchant de Lange,393279,Mumbai Indians
Harbhajan Singh,29264,Mumbai Indians
Josh Hazlewood,288284,Mumbai Indians
Praveen Kumar,30732,Mumbai Indians
Lasith Malinga,49758,Mumbai Indians
Pragyan Ojha,32130,Mumbai Indians
Krishmar Santokie,314622,Mumbai Indians
Pawan Suyal,431213,Mumbai Indians
Zaheer Khan,30102,Mumbai Indians
Ankush Bains,604534,Rajasthan Royals
Unmukt Chand,446499,Rajasthan Royals
Brad Hodge,5674,Rajasthan Royals
Karun Nair,398439,Rajasthan Royals
Ajinkya Rahane,277916,Rajasthan Royals
Sanju Samson,425943,Rajasthan Royals
Steven Smith,267192,Rajasthan Royals
