Name,ID,Team
Mayank Agarawal,398438,Delhi Daredevils
Sam Billings,297628,Delhi Daredevils
Quinton de Kock,379143,Delhi Daredevils
Akhil Herwadkar,532851,Delhi Daredevils
Shreyas Iyer,642519,Delhi Daredevils
Karun Nair,398439,Delhi Daredevils
Rishabh Pant,931581,Delhi Daredevils
Sanju Samson,425943,Delhi Daredevils
Carlos Brathwaite,457249,Delhi Daredevils
Nathan Coulter-Nile,261354,Delhi Daredevils
Jean-Paul Duminy,44932,Delhi Daredevils
Mahipal Lomror,853265,Delhi Daredevils
Chris Morris,439952,Delhi Daredevils
Zaheer Khan,30102,Delhi Daredevils
Khaleel Ahmed,942645,Delhi Daredevils
Imran Tahir,40618,Delhi Daredevils
Chama Milind,604616,Delhi Daredevils
Amit Mishra,31107,Delhi Daredevils
Mohammed Shami,481896,Delhi Daredevils
Shahbaz Nadeem,31872,Delhi Daredevils
Pawan Negi,530773,Delhi Daredevils
Pratyush Singh,717205,Delhi Daredevils
Pawan Suyal,431213,Delhi Daredevils
Jayant Yadav,447587,Delhi Daredevils
Joel Paris,501012,Delhi Daredevils
Suresh Raina,33335,Gujarat Lions
Paras Dogra,28160,Gujarat Lions
Eklavya Dwivedi,340841,Gujarat Lions
Aaron Finch,5334,Gujarat Lions
Ishan Kishan,720471,Gujarat Lions
Dinesh Karthik,30045,Gujarat Lions
Brendon McCullum,37737,Gujarat Lions
Akshdeep Nath,500360,Gujarat Lions
Jaydev Shah,34997,Gujarat Lions
Umang Sharma,596945,Gujarat Lions
Dwayne Bravo,51439,Gujarat Lions
James Faulkner,270484,Gujarat Lions
Ravindra Jadeja,234675,Gujarat Lions
Dwayne Smith,53118,Gujarat Lions
Amit Mishra,604550,Gujarat Lions
Shadab Jakati,29655,Gujarat Lions
Shivil Kaushik,917213,Gujarat Lions
Dhawal Kulkarni,277955,Gujarat Lions
Praveen Kumar,30732,Gujarat Lions
Sarabjit Ladda,317292,Gujarat Lions
Pradeep Sangwan,279545,Gujarat Lions
Dale Steyn,47492,Gujarat Lions
Pravin Tambe,587152,Gujarat Lions
Andrew Tye,459508,Gujarat Lions
Murali Vijay,237095,Kings Xi Punjab
Hashim Amla,43906,Kings Xi Punjab
Armaan Jaffer,960369,Kings Xi Punjab
Gurkeerat Singh Mann,537124,Kings Xi Punjab
David Miller,321777,Kings Xi Punjab
Nikhil Naik,554700,Kings Xi Punjab
Wriddhiman Saha,279810,Kings Xi Punjab
Manan Vohra,532856,Kings Xi Punjab
Shaun Marsh,6683,Kings Xi Punjab
Farhaan Behardien,44410,Kings Xi Punjab
Rishi Dhawan,290727,Kings Xi Punjab
Axar Patel,554691,Kings Xi Punjab
Pardeep Sahu,34155,Kings Xi Punjab
Glenn Maxwell,325026,Kings Xi Punjab
Marcus Stoinis,325012,Kings Xi Punjab
Kyle Abbott,297583,Kings Xi Punjab
Anureet Singh,376324,Kings Xi Punjab
KC Cariappa,777537,Kings Xi Punjab
Mitchell Johnson,6033,Kings Xi Punjab
Sandeep Sharma,438362,Kings Xi Punjab
Mohit Sharma,537119,Kings Xi Punjab
Swapnil Singh,232292,Kings Xi Punjab
Shardul Thakur,475281,Kings Xi Punjab
Gautam Gambhir,28763,Kolkata Knight Riders
Sheldon Jackson,237696,Kolkata Knight Riders
Chris Lynn,326637,Kolkata Knight Riders
Colin Munro,232359,Kolkata Knight Riders
Manish Pandey,290630,Kolkata Knight Riders
Robin Uthappa,35582,Kolkata Knight Riders
Suryakumar Yadav,446507,Kolkata Knight Riders
Piyush Chawla,32966,Kolkata Knight Riders
Brad Hogg,5681,Kolkata Knight Riders
Jason Holder,391485,Kolkata Knight Riders
Manan Sharma,339955,Kolkata Knight Riders
Sunil Narine,230558,Kolkata Knight Riders
Yusuf Pathan,32498,Kolkata Knight Riders
Andre Russell,276298,Kolkata Knight Riders
Rajagopal Sathish,33870,Kolkata Knight Riders
Shakib Al Hasan,56143,Kolkata Knight Riders
John Hastings,228622,Kolkata Knight Riders
Kuldeep Yadav,559235,Kolkata Knight Riders
Morne Morkel,46538,Kolkata Knight Riders
Ankit Rajpoot,591650,Kolkata Knight Riders
Shaun Tait,8076,Kolkata Knight Riders
Jaydev Unadkat,390484,Kolkata Knight Riders
Umesh Yadav,376116,Kolkata Knight Riders
Rohit Sharma,34102,Mumbai Indians
Jos Buttler,308967,Mumbai Indians
Unmukt Chand,446499,Mumbai Indians
Martin Guptill,226492,Mumbai Indians
Siddhesh Lad,422342,Mumbai Indians
Parthiv Patel,32242,Mumbai Indians
Nitish Rana,604527,Mumbai Indians
Ambati Rayudu,33141,Mumbai Indians
Jitesh Sharma,721867,Mumbai Indians
Lendl Simmons,53116,Mumbai Indians
Corey Anderson,277662,Mumbai Indians
Shreyas Gopal,344580,Mumbai Indians
Kishore Kamath,919241,Mumbai Indians
Krunal Pandya,471342,Mumbai Indians
Hardik Pandya,625371,Mumbai Indians
Kieron Pollard,230559,Mumbai Indians
Jasprit Bumrah,625383,Mumbai Indians
Marchant de Lange,393279,Mumbai Indians
Harbhajan Singh,29264,Mumbai Indians
Mitchell McClenaghan,319439,Mumbai Indians
Deepak Punia,807791,Mumbai Indians
Nathu Singh,853259,Mumbai Indians
Tim Southee,232364,Mumbai Indians
Jagadeesha Suchith,527663,Mumbai Indians
Jerome Taylor,53191,Mumbai Indians
Vinay Kumar,35731,Mumbai Indians
Akshay Wakhare,269520,Mumbai Indians
Lasith Malinga,49758,Mumbai Indians
MS Dhoni,28081,Rising Pune Supergiants
George Bailey,4451,Rising Pune Supergiants
Ankush Bains,604534,Rising Pune Supergiants
Peter Handscomb,334337,Rising Pune Supergiants
Usman Khawaja,215155,Rising Pune Supergiants
Ajinkya Rahane,277916,Rising Pune Supergiants
Saurabh Tiwary,35390,Rising Pune Supergiants
Faf du Plessis,44828,Rising Pune Supergiants
Kevin Pietersen,19296,Rising Pune Supergiants
Steven Smith,267192,Rising Pune Supergiants
Baba Aparajith,477071,Rising Pune Supergiants
Ravichandran Ashwin,26421,Rising Pune Supergiants
Rajat Bhatia,26907,Rising Pune Supergiants
Albie Morkel,46248,Rising Pune Supergiants
Irfan Pathan,32685,Rising Pune Supergiants
Thisara Perera,233514,Rising Pune Supergiants
Mitchell Marsh,272450,Rising Pune Supergiants
Ankit Sharma,422992,Rising Pune Supergiants
Murugan Ashwin,528067,Rising Pune Supergiants
Scott Boland,446548,Rising Pune Supergiants
Deepak Chahar,447261,Rising Pune Supergiants
Ashok Dinda,227712,Rising Pune Supergiants
Jaskaran Singh,543922,Rising Pune Supergiants
Ishwar Pandey,447439,Rising Pune Supergiants
Ishant Sharma,236779,Rising Pune Supergiants
RP Singh,35280,Rising Pune Supergiants
Adam Zampa,379504,Rising Pune Supergiants
Virat Kohli,253802,Royal Challengers Bangalore
AB de Villiers,44936,Royal Challengers Bangalore
Travis Head,530011,Royal Challengers Bangalore
Sarfaraz Khan,642525,Royal Challengers Bangalore
KL Rahul,422108,Royal Challengers Bangalore
Sachin Baby,432783,Royal Challengers Bangalore
Stuart Binny,27223,Royal Challengers Bangalore
Chris Gayle,51880,Royal Challengers Bangalore
Iqbal Abdulla,277237,Royal Challengers Bangalore
Kedar Jadhav,290716,Royal Challengers Bangalore
Mandeep Singh,398506,Royal Challengers Bangalore
Parvez Rasool,378496,Royal Challengers Bangalore
Shane Watson,8180,Royal Challengers Bangalore
David Wiese,221140,Royal Challengers Bangalore
Varun Aaron,360911,Royal Challengers Bangalore
Abu Nechim,228430,Royal Challengers Bangalore
Sreenath Aravind,290632,Royal Challengers Bangalore
Yuzvendra Chahal,430246,Royal Challengers Bangalore
Praveen Dubey,777515,Royal Challengers Bangalore
Chris Jordan,288992,Royal Challengers Bangalore
Akshay Karnewar,528730,Royal Challengers Bangalore
Vikramjeet Malik,31738,Royal Challengers Bangalore
Harshal Patel,390481,Royal Challengers Bangalore
Kane Richardson,272262,Royal Challengers Bangalore
Tabraiz Shamsi,379145,Royal Challengers Bangalore
Vikas Tokas,474519,Royal Challengers Bangalore
Samuel Badree,51433,Royal Challengers Bangalore
Adam Milne,450860,Royal Challengers Bangalore
Mitchell Starc,311592,Royal Challengers Bangalore
David Warner,219889,Sunrisers Hyderabad
Ricky Bhui,642531,Sunrisers Hyderabad
Shikhar Dhawan,28235,Sunrisers Hyderabad
Eoin Morgan,24598,Sunrisers Hyderabad
Naman Ojha,32102,Sunrisers Hyderabad
Tirumalasetti Suman,34281,Sunrisers Hyderabad
Aditya Tare,333904,Sunrisers Hyderabad
Kane Williamson,277906,Sunrisers Hyderabad
Yuvraj Singh,36084,Sunrisers Hyderabad
Ashish Reddy,389605,Sunrisers Hyderabad
Bipul Sharma,35928,Sunrisers Hyderabad
Ben Cutting,230371,Sunrisers Hyderabad
Moises Henriques,5961,Sunrisers Hyderabad
Deepak Hooda,497121,Sunrisers Hyderabad
Vijay Shankar,477021,Sunrisers Hyderabad
Trent Boult,277912,Sunrisers Hyderabad
Siddarth Kaul,326017,Sunrisers Hyderabad
Bhuvneshwar Kumar,326016,Sunrisers Hyderabad
Abhimanyu Mithun,310958,Sunrisers Hyderabad
Mustafizur Rahman,330902,Sunrisers Hyderabad
Karn Sharma,30288,Sunrisers Hyderabad
Barinder Sran,537126,Sunrisers Hyderabad
Ashish Nehra,31820,Sunrisers Hyderabad
